ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,q1,q2,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
386.601,0.873956,0.239524,271.726,29.2688,0.313086,1.33844, 53.0512, 53.7391,0.308787,0.998899,39.1076,2.86397,0.453167,3.28276,0.41024,5.04047,0.466008,2.055,0.05,2.055,0.05,-850.835
425.414,0.885566,0.275936,243.276,35.8772,0.268277,0.996053, 25.7867, 63.1989,0.347571,1.01171,19.7866,2.89741,0.447996,3.24537,0.391088,5.213,0.498606,2.055,0.05,2.055,0.05,-846.361
353.045,0.800912,0.467484,241.544,158.894,0.249067,1.13552, 31.2363, 50.5949,0.348608,0.997058,30.4595,2.7891,0.384359,3.23467,0.388185,5.14714,0.490264,2.055,0.05,2.055,0.05,-859.351
457.486,0.789607,0.632625,244.281,310.512,0.228539,1.20339, 71.8378, 67.4122,0.323906,1.00335,45.7029,2.88066,0.473551,3.19576,0.383832,5.15614,0.493272,2.055,0.05,2.055,0.05,-846.506
394.327,0.90436,0.487866,286.916,237.614,0.318924,1.12626, 44.6875, 47.0248,0.306074,0.997104,36.6253,3.07015,0.481567,3.21121,0.379494,5.11581,0.47783,2.055,0.05,2.055,0.05,-865.248
390.862,0.793715,0.423446,265.995,215.701,0.300801,1.078, 57.0926, 54.3463,0.319566,0.99927,37.7926,2.81595,0.417195,3.21391,0.37894,5.17206,0.491261,2.055,0.05,2.055,0.05,-839.946
428.281,0.742449,0.443878,306.016,164.739,0.192161,1.21769, 35.8666, 47.9862,0.285849,0.993329,35.4105,2.82312,0.383835,3.2327,0.396051,5.19122,0.496777,2.055,0.05,2.055,0.05,-862.14
407.749,0.825223,0.502108,316.177,247.087,0.279455,1.6434, 33.0965, 43.9161,0.283167,1.0026,26.5433,3.02407,0.427938,3.23555,0.391906,5.04859,0.470407,2.055,0.05,2.055,0.05,-852.416
375.013,0.774886,0.586358,250.619,581.35,0.235008,1.18838, 32.8426, 51.0858,0.354072,0.988135,24.033,2.76721,0.401325,3.13624,0.367387,5.08002,0.485484,2.055,0.05,2.055,0.05,-832.418
393.321,0.876307,0.521594,280.346,417.164,0.232359,1.33677, 25.0352, 48.9231,0.293115,0.994261,23.9434,3.0281,0.523615,3.28512,0.404359,5.11757,0.476535,2.055,0.05,2.055,0.05,-844.009
348.276,0.764664,0.676778,247.138,528.414,0.275888,1.25205, 32.5253, 49.9195,0.345184,0.989318,34.5529,2.72494,0.416585,3.31145,0.427126,5.1028,0.489912,2.055,0.05,2.055,0.05,-865.421
364.962,0.728445,0.453947,259.921,221.056,0.272372,1.43749, 48.5433, 51.0436,0.360932,0.987935,56.2104,2.79161,0.396117,3.22927,0.386259,5.16088,0.493599,2.055,0.05,2.055,0.05,-853.752
492.2,0.799609,0.375283,261.322,192.329,0.217488,1.15036, 56.8056, 70.7199,0.302388,0.986298,41.2812,2.95534,0.441831,3.2267,0.394522,5.07467,0.480275,2.055,0.05,2.055,0.05,-849.348
396.565,0.858595,0.298653,259.639,127.764,0.271639,1.3028, 42.6123, 59.3517,0.311493,0.979676,35.2062,2.839,0.443091,3.20286,0.392795,5.02784,0.466545,2.055,0.05,2.055,0.05,-858.275
365.818,0.731075,0.241293,255.8,53.8201,0.272635,1.34542, 24.0252, 51.9785,0.333916,1.01866,21.442,2.7404,0.396817,3.22011,0.396228,5.04758,0.47086,2.055,0.05,2.055,0.05,-856.15
346.128,0.873392,0.314751,233.559,50.9726,0.237986,1.08634, 57.1238, 55.9328,0.371978,0.999311,61.443,2.91555,0.426825,3.23576,0.396793,5.03781,0.469178,2.055,0.05,2.055,0.05,-856.584
368.916,0.925592,0.252427,243.043,63.0038,0.269204,1.34163, 43.6574, 54.8018,0.356045,1.01109,48.8604,3.14929,0.498791,3.26212,0.409425,5.11866,0.478548,2.055,0.05,2.055,0.05,-841.099
503.2,0.782402,0.241761,276.394,44.8274,0.247996,0.900604, 56.2351, 64.9345,0.313122,0.997584,42.1775,2.64779,0.337416,3.2174,0.376626,5.05859,0.480978,2.055,0.05,2.055,0.05,-855.431
584.378,0.65556,0.423043,306.068,269.883,0.213421,1.05664, 39.4363, 61.9242,0.299158,0.995633,25.802,2.72145,0.362565,3.24952,0.394245,5.13817,0.480773,2.055,0.05,2.055,0.05,-856.55
537.313,0.779456,0.425171,300.274,249.203,0.198974,1.1496, 50.3222, 61.4644,0.289706,0.990628,29.1778,2.76608,0.377987,3.22278,0.379485,5.02981,0.471207,2.055,0.05,2.055,0.05,-855.114
416.121,0.749883,0.515965,286.204,300.872,0.240313,1.44515, 44.628, 50.5199,0.299656,0.998015,35.7051,2.91641,0.434649,3.24437,0.388934,5.05247,0.469912,2.055,0.05,2.055,0.05,-852.01
